State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
CA,Siskiyou County,"16.2","28.2","37.8","17.7","3,627","8,070","12,999","7,029","11.4","25.4","41.0","22.2"
CA,Solano County,"16.2","24.5","37.9","21.4","36,163","68,047","112,386","72,669","12.5","23.5","38.9","25.1"
CA,Sonoma County,"15.1","20.4","36.0","28.5","44,790","68,113","121,772","115,942","12.8","19.4","34.7","33.1"
CA,Stanislaus County,"29.6","26.1","30.2","14.1","74,176","93,254","109,181","54,738","22.4","28.1","33.0","16.5"
CA,Sutter County,"27.0","23.6","34.1","15.3","12,742","14,950","22,609","10,968","20.8","24.4","36.9","17.9"
CA,Tehama County,"24.3","30.8","33.6","11.3","7,319","13,316","16,275","5,912","17.1","31.1","38.0","13.8"
CA,Trinity County,"19.0","29.6","35.9","15.5","951","3,305","3,887","2,044","9.3","32.4","38.2","20.1"
CA,Tulare County,"38.3","22.9","27.2","11.5","83,735","66,719","75,832","36,813","31.8","25.4","28.8","14.0"
CA,Tuolumne County,"15.7","29.7","38.4","16.1","4,154","11,648","16,858","8,034","10.2","28.6","41.4","19.7"
CA,Ventura County,"19.9","19.7","33.5","26.9","92,033","104,194","180,278","178,811","16.6","18.8","32.5","32.2"
CA,Yolo County,"20.2","19.8","25.8","34.1","17,555","23,506","32,252","48,925","14.4","19.2","26.4","40.0"
CA,Yuba County,"28.2","27.2","34.3","10.3","8,159","11,120","19,335","7,109","17.8","24.3","42.3","15.5"
CO,Colorado,"13.1","23.2","31.0","32.7","323,691","780,033","1,096,896","1,389,730","9.0","21.7","30.6","38.7"
CO,Adams County,"21.2","30.8","30.7","17.4","54,142","86,439","95,040","67,888","17.8","28.5","31.3","22.4"
CO,Alamosa County,"17.4","27.1","28.6","27.0","1,509","2,275","3,140","2,408","16.2","24.4","33.6","25.8"
CO,Arapahoe County,"9.3","20.5","33.1","37.0","31,745","85,125","128,051","168,306","7.7","20.6","31.0","40.7"
CO,Archuleta County,"12.7","26.8","31.5","29.0","787","2,334","2,810","3,184","8.6","25.6","30.8","34.9"
CO,Baca County,"21.5","34.3","30.1","14.0","360","774","913","572","13.7","29.6","34.9","21.8"
CO,Bent County,"22.8","35.1","30.6","11.5","739","2,131","1,373","445","15.8","45.5","29.3","9.5"
CO,Boulder County,"7.2","15.1","25.3","52.4","11,212","26,067","45,086","120,069","5.5","12.9","22.3","59.3"
CO,Chaffee County,"11.5","29.9","34.2","24.3","1,195","3,765","4,465","4,945","8.3","26.2","31.1","34.4"
CO,Cheyenne County,"15.9","34.8","35.2","14.2","124","450","441","308","9.4","34.0","33.3","23.3"
CO,Clear Creek County,"6.6","21.5","33.1","38.8","220","1,459","2,297","3,196","3.1","20.3","32.0","44.6"
CO,Conejos County,"27.9","33.8","23.8","14.4","847","1,675","1,797","970","16.0","31.7","34.0","18.3"
CO,Costilla County,"31.8","27.3","28.1","12.8","601","688","799","523","23.0","26.4","30.6","20.0"
CO,Crowley County,"22.5","34.5","31.2","11.9","641","1,510","1,203","383","17.2","40.4","32.2","10.2"
CO,Custer County,"9.7","28.1","35.6","26.7","278","731","1,356","985","8.3","21.8","40.5","29.4"
CO,Delta County,"19.9","34.0","28.5","17.6","2,608","8,028","6,852","4,265","12.0","36.9","31.5","19.6"
CO,Denver County,"21.1","20.0","24.4","34.5","63,865","82,555","107,758","214,085","13.6","17.6","23.0","45.7"
CO,Dolores County,"24.0","33.3","29.3","13.5","122","517","426","271","9.1","38.7","31.9","20.3"
CO,Douglas County,"3.0","13.1","32.0","51.9","4,235","24,983","57,122","116,939","2.1","12.3","28.1","57.5"
CO,Eagle County,"13.4","16.5","27.5","42.6","4,092","6,552","9,470","16,480","11.2","17.9","25.9","45.0"
CO,Elbert County,"7.5","27.4","38.5","26.6","607","4,422","6,351","5,560","3.6","26.1","37.5","32.8"
CO,El Paso County,"8.7","22.9","36.6","31.8","25,597","86,947","155,760","154,662","6.1","20.6","36.8","36.6"
CO,Fremont County,"19.5","36.7","30.3","13.5","4,095","14,241","12,036","5,957","11.3","39.2","33.1","16.4"
CO,Garfield County,"14.6","26.9","34.6","23.8","4,945","10,861","11,013","11,026","13.1","28.7","29.1","29.1"
CO,Gilpin County,"5.9","25.6","37.3","31.2","88","1,068","1,728","1,510","2.0","24.3","39.3","34.4"
CO,Grand County,"7.7","24.0","33.7","34.5","459","2,764","3,523","3,991","4.3","25.7","32.8","37.2"
CO,Gunnison County,"5.9","17.8","32.7","43.6","469","1,829","2,483","5,304","4.7","18.1","24.6","52.6"
CO,Hinsdale County,"6.9","20.7","37.4","34.9","36","160","218","287","5.1","22.8","31.1","40.9"
CO,Huerfano County,"22.2","32.4","29.3","16.1","446","1,412","1,952","1,338","8.7","27.4","37.9","26.0"
CO,Jackson County,"13.8","36.1","30.3","19.9","121","369","312","189","12.2","37.2","31.5","19.1"
CO,Jefferson County,"8.2","22.6","32.7","36.5","23,112","82,567","122,684","166,867","5.8","20.9","31.0","42.2"
CO,Kiowa County,"13.7","35.5","34.7","16.1","67","332","354","191","7.1","35.2","37.5","20.2"
CO,Kit Carson County,"23.0","31.6","30.0","15.4","957","2,212","1,840","804","16.5","38.1","31.7","13.8"
CO,Lake County,"20.5","27.3","32.7","19.5","366","1,712","1,444","1,576","7.2","33.6","28.3","30.9"
CO,La Plata County,"8.6","23.1","31.9","36.4","1,967","7,309","12,305","16,279","5.2","19.3","32.5","43.0"
CO,Larimer County,"7.7","21.3","31.5","39.5","9,110","40,732","65,288","95,248","4.3","19.4","31.0","45.3"
CO,Las Animas County,"23.1","27.2","33.4","16.2","1,475","3,063","3,859","1,963","14.2","29.6","37.2","18.9"
CO,Lincoln County,"18.2","35.0","33.5","13.2","603","2,029","889","558","14.8","49.7","21.8","13.7"
CO,Logan County,"17.7","32.0","35.7","14.6","1,564","5,023","5,635","2,453","10.7","34.2","38.4","16.7"
CO,Mesa County,"15.0","30.3","32.7","22.0","10,161","29,254","34,469","26,095","10.2","29.3","34.5","26.1"
CO,Mineral County,"8.4","28.4","32.0","31.2","24","150","236","303","3.4","21.0","33.1","42.5"
CO,Moffat County,"20.4","33.5","33.7","12.5","774","3,466","2,799","1,637","8.9","39.9","32.3","18.9"
CO,Montezuma County,"18.9","33.1","27.1","21.0","1,789","5,374","6,124","4,919","9.8","29.5","33.6","27.0"
CO,Montrose County,"19.3","33.4","28.6","18.7","3,245","9,292","9,528","6,885","11.2","32.1","32.9","23.8"
CO,Morgan County,"28.6","31.0","27.0","13.5","3,458","5,773","6,023","2,928","19.0","31.8","33.1","16.1"
CO,Otero County,"24.3","30.7","29.6","15.4","1,754","3,511","4,970","2,113","14.2","28.4","40.2","17.1"
CO,Ouray County,"6.6","21.6","35.0","36.8","83","683","946","2,050","2.2","18.2","25.1","54.5"
CO,Park County,"6.7","26.7","36.3","30.3","474","3,334","5,097","3,904","3.7","26.0","39.8","30.5"
CO,Phillips County,"18.4","32.1","29.5","19.9","331","982","1,103","619","10.9","32.4","36.3","20.4"
CO,Pitkin County,"3.7","10.9","28.3","57.1","619","1,856","2,860","8,149","4.6","13.8","21.2","60.4"
CO,Prowers County,"28.0","28.9","31.2","11.9","1,357","2,157","3,103","1,204","17.4","27.6","39.7","15.4"
CO,Pueblo County,"18.7","31.0","32.0","18.3","12,787","31,853","41,041","23,105","11.8","29.3","37.7","21.2"
CO,Rio Blanco County,"11.6","32.0","36.9","19.5","348","1,431","1,551","931","8.2","33.6","36.4","21.8"
CO,Rio Grande County,"21.9","30.0","29.3","18.8","1,298","2,140","2,608","1,762","16.6","27.4","33.4","22.6"
CO,Routt County,"4.7","17.7","35.1","42.5","601","3,754","4,438","8,589","3.5","21.6","25.5","49.4"
CO,Saguache County,"30.0","24.8","25.6","19.6","849","1,164","1,288","1,128","19.2","26.3","29.1","25.5"
CO,San Juan County,"7.9","14.5","33.9","43.7","21","149","157","130","4.6","32.6","34.4","28.4"
CO,San Miguel County,"6.4","15.1","30.1","48.5","394","855","1,342","3,175","6.8","14.8","23.3","55.1"
CO,Sedgwick County,"20.7","35.5","30.4","13.4","150","575","639","337","8.8","33.8","37.6","19.8"
CO,Summit County,"6.7","17.7","27.3","48.3","1,171","3,725","6,079","10,939","5.3","17.0","27.7","49.9"
CO,Teller County,"6.0","23.5","38.9","31.7","991","4,458","6,399","5,724","5.6","25.4","36.4","32.6"
CO,Washington County,"18.3","33.6","33.8","14.3","294","1,154","1,394","541","8.7","34.1","41.2","16.0"
CO,Weld County,"20.4","26.9","31.1","21.6","22,777","47,244","58,350","46,908","13.0","27.0","33.3","26.8"
CO,Yuma County,"20.5","33.8","30.1","15.5","861","2,208","2,175","1,427","12.9","33.1","32.6","21.4"
CT,Connecticut,"16.0","28.5","24.1","31.4","242,932","673,220","611,658","938,319","9.9","27.3","24.8","38.0"
CT,Fairfield County,"15.6","23.5","21.0","39.9","64,298","142,289","134,758","295,047","10.1","22.4","21.2","46.4"
CT,Hartford County,"17.6","28.6","24.1","29.6","66,493","168,347","156,166","228,322","10.7","27.2","25.2","36.9"
CT,Litchfield County,"14.1","31.4","27.0","27.5","11,230","39,929","38,150","46,043","8.3","29.5","28.2","34.0"
CT,Middlesex County,"11.3","28.6","26.4","33.8","7,293","32,230","30,488","48,508","6.2","27.2","25.7","40.9"
CT,New Haven County,"17.0","30.8","24.6","27.6","62,170","179,585","147,203","202,957","10.5","30.3","24.9","34.3"
CT,New London County,"14.0","32.0","27.8","26.2","15,915","58,209","53,418","61,174","8.4","30.8","28.3","32.4"
CT,Tolland County,"10.8","29.0","27.4","32.8","5,924","25,808","26,553","37,045","6.2","27.1","27.9","38.9"
CT,Windham County,"20.4","35.7","25.0","19.0","9,609","26,823","24,922","19,223","11.9","33.3","30.9","23.9"
DE,Delaware,"17.4","31.4","26.1","25.0","71,746","199,461","174,387","195,321","11.2","31.1","27.2","30.5"
DE,Kent County,"20.6","32.9","27.8","18.6","14,727","37,729","33,943","25,985","13.1","33.6","30.2","23.1"
DE,New Castle County,"14.5","29.6","26.3","29.5","35,611","107,889","97,553","132,263","9.5","28.9","26.1","35.4"
DE,Sussex County,"23.5","35.6","24.3","16.6","21,408","53,843","42,891","37,073","13.8","34.7","27.6","23.9"
DC,District of Columbia,"22.2","20.6","18.2","39.1","46,510","83,367","76,804","256,316","10.0","18.0","16.6","55.4"
DC,District of Columbia,"22.2","20.6","18.2","39.1","46,510","83,367","76,804","256,316","10.0","18.0","16.6","55.4"
FL,Florida,"20.1","28.7","28.8","22.3","1,807,386","4,111,029","4,245,476","3,929,796","12.8","29.2","30.1","27.9"
FL,Alachua County,"11.9","20.3","29.1","38.7","11,474","33,688","44,695","63,784","7.5","21.9","29.1","41.5"
FL,Baker County,"28.1","41.4","22.3","8.2","3,195","7,424","4,977","2,282","17.9","41.5","27.8","12.8"
FL,Bay County,"19.0","30.6","32.7","17.7","14,053","37,958","44,157","27,974","11.3","30.6","35.6","22.5"
FL,Bradford County,"25.8","40.1","25.6","8.4","4,501","6,741","5,864","2,284","23.2","34.8","30.2","11.8"
FL,Brevard County,"13.7","28.9","33.9","23.6","36,364","118,933","142,546","114,274","8.8","28.9","34.6","27.7"
FL,Broward County,"18.0","28.4","29.1","24.5","152,462","356,051","391,284","404,554","11.7","27.3","30.0","31.0"
FL,Calhoun County,"30.9","38.6","22.9","7.7","2,400","4,135","2,754","1,087","23.1","39.9","26.5","10.5"
FL,Charlotte County,"17.9","35.7","28.9","17.6","14,583","47,176","46,310","29,781","10.6","34.2","33.6","21.6"
FL,Citrus County,"21.7","38.0","27.1","13.2","14,777","41,717","34,860","19,844","13.3","37.5","31.3","17.8"
FL,Clay County,"13.6","31.7","34.6","20.1","12,382","41,355","48,724","32,247","9.2","30.7","36.2","23.9"
FL,Collier County,"18.2","26.2","27.6","27.9","37,349","68,261","66,821","88,358","14.3","26.2","25.6","33.9"
FL,Columbia County,"25.3","34.9","28.9","10.9","6,455","16,946","16,057","7,465","13.8","36.1","34.2","15.9"
FL,DeSoto County,"36.5","35.3","19.8","8.4","7,208","9,948","4,843","2,455","29.5","40.7","19.8","10.0"
FL,Dixie County,"34.1","39.4","19.8","6.8","2,673","5,196","3,383","769","22.2","43.2","28.1","6.4"
FL,Duval County,"17.3","29.1","31.7","21.9","67,336","170,279","198,946","170,527","11.1","28.0","32.8","28.1"
FL,Escambia County,"17.9","28.3","32.7","21.0","20,604","57,693","75,647","50,995","10.1","28.2","36.9","24.9"
FL,Flagler County,"14.1","31.9","32.7","21.2","6,904","25,845","26,565","18,041","8.9","33.4","34.3","23.3"
FL,Franklin County,"31.7","36.4","19.5","12.4","1,826","3,204","2,424","1,498","20.4","35.8","27.1","16.7"
FL,Gadsden County,"29.3","35.9","21.9","12.9","6,730","11,336","8,174","5,559","21.2","35.6","25.7","17.5"
FL,Gilchrist County,"27.6","36.1","26.9","9.4","1,971","4,481","3,538","1,407","17.3","39.3","31.0","12.3"
FL,Glades County,"30.2","36.8","23.2","9.8","2,548","4,377","2,145","884","25.6","44.0","21.5","8.9"
FL,Gulf County,"27.4","37.1","25.3","10.1","2,115","4,327","3,641","2,023","17.5","35.7","30.1","16.7"
FL,Hamilton County,"37.1","35.1","20.5","7.3","2,460","3,793","2,585","1,004","25.0","38.5","26.3","10.2"
FL,Hardee County,"42.0","31.5","18.1","8.4","5,344","6,930","3,236","1,653","31.1","40.4","18.9","9.6"
FL,Hendry County,"45.8","29.1","16.8","8.2","8,871","7,563","5,271","2,183","37.1","31.7","22.1","9.1"
FL,Hernando County,"21.5","37.7","28.0","12.7","17,026","48,116","44,634","21,541","13.0","36.6","34.0","16.4"
FL,Highlands County,"25.5","34.6","26.3","13.6","12,519","27,658","22,388","12,335","16.7","36.9","29.9","16.5"
FL,Hillsborough County,"19.2","26.7","29.0","25.1","108,416","241,710","259,384","279,420","12.2","27.2","29.2","31.4"
FL,Holmes County,"34.8","37.8","18.6","8.8","3,024","5,236","3,934","1,716","21.7","37.6","28.3","12.3"
FL,Indian River County,"18.4","29.1","29.4","23.1","13,677","33,170","33,282","29,889","12.4","30.2","30.3","27.2"
FL,Jackson County,"30.9","32.7","23.6","12.8","7,661","12,576","10,354","4,852","21.6","35.5","29.2","13.7"
FL,Jefferson County,"26.8","32.2","24.0","16.9","2,177","3,521","3,046","2,053","20.2","32.6","28.2","19.0"
FL,Lafayette County,"31.8","40.1","20.9","7.2","1,544","2,285","1,458","833","25.2","37.3","23.8","13.6"
FL,Lake County,"20.2","34.3","28.9","16.6","28,388","77,820","75,756","50,336","12.2","33.5","32.6","21.7"
FL,Lee County,"17.7","32.5","28.6","21.1","65,595","155,250","149,172","134,901","13.0","30.7","29.5","26.7"
FL,Leon County,"10.9","18.9","28.5","41.7","12,280","30,814","47,731","75,043","7.4","18.6","28.8","45.2"
FL,Levy County,"26.1","38.2","25.1","10.6","5,199","11,865","8,458","3,207","18.1","41.3","29.4","11.2"
FL,Liberty County,"34.4","40.4","17.8","7.4","1,176","2,619","1,136","702","20.9","46.5","20.2","12.5"
FL,Madison County,"32.5","34.2","23.1","10.2","2,284","5,093","4,200","1,630","17.3","38.6","31.8","12.3"
FL,Manatee County,"18.6","31.9","28.8","20.8","29,930","80,344","77,090","72,409","11.5","30.9","29.7","27.9"
FL,Marion County,"21.8","35.9","28.6","13.7","34,257","93,747","77,785","46,351","13.6","37.2","30.9","18.4"
FL,Martin County,"14.7","28.3","30.7","26.3","11,757","30,722","38,136","37,133","10.0","26.1","32.4","31.5"
FL,Miami-Dade County,"32.1","22.3","23.9","21.7","362,252","530,213","467,087","510,061","19.4","28.4","25.0","27.3"
FL,Monroe County,"15.1","28.9","30.5","25.5","5,385","17,247","18,657","18,612","9.0","28.8","31.1","31.1"
FL,Nassau County,"19.0","34.4","27.7","18.9","5,061","19,450","17,582","13,679","9.1","34.9","31.5","24.5"
FL,Okaloosa County,"12.0","27.1","36.6","24.2","11,594","33,974","48,326","39,178","8.7","25.5","36.3","29.4"
FL,Okeechobee County,"34.9","33.9","22.3","8.9","7,593","10,235","6,255","2,893","28.1","37.9","23.2","10.7"
FL,Orange County,"18.2","25.8","29.9","26.1","101,664","212,399","247,743","263,443","12.3","25.7","30.0","31.9"
FL,Osceola County,"20.9","33.9","29.4","15.7","29,059","68,390","67,893","37,972","14.3","33.6","33.4","18.7"
FL,Palm Beach County,"16.4","26.9","29.0","27.7","122,162","254,487","290,269","346,463","12.1","25.1","28.6","34.2"
FL,Pasco County,"22.4","36.8","27.7","13.1","41,460","117,392","114,939","79,415","11.7","33.2","32.5","22.5"
FL,Pinellas County,"16.0","29.7","31.4","22.9","68,402","206,971","226,713","210,203","9.6","29.1","31.8","29.5"
FL,Polk County,"25.2","33.7","26.1","14.9","69,994","157,011","125,134","85,088","16.0","35.9","28.6","19.5"
FL,Putnam County,"29.6","37.3","23.6","9.4","10,998","19,472","14,012","6,459","21.6","38.2","27.5","12.7"
FL,St. Johns County,"12.8","24.5","29.6","33.1","8,207","32,656","47,557","65,286","5.3","21.2","30.9","42.5"
FL,St. Lucie County,"22.3","32.7","29.9","15.1","29,740","69,574","68,730","41,571","14.2","33.2","32.8","19.8"
FL,Santa Rosa County,"14.6","29.2","33.4","22.9","11,087","30,844","40,522","30,324","9.8","27.4","35.9","26.9"
FL,Sarasota County,"12.9","30.1","29.5","27.4","23,403","93,887","93,286","103,989","7.4","29.8","29.7","33.1"
FL,Seminole County,"11.3","24.4","33.3","31.0","20,332","71,859","104,912","110,129","6.6","23.4","34.1","35.8"
FL,Sumter County,"22.7","38.8","26.2","12.2","9,585","30,718","30,727","30,177","9.5","30.4","30.4","29.8"
FL,Suwannee County,"26.8","38.8","23.9","10.5","6,430","12,340","8,338","3,710","20.9","40.0","27.1","12.0"
FL,Taylor County,"30.0","40.9","20.2","8.9","3,475","6,700","4,541","1,604","21.3","41.1","27.8","9.8"
FL,Union County,"27.5","38.9","26.1","7.5","2,830","4,375","2,994","839","25.6","39.6","27.1","7.6"
FL,Volusia County,"18.0","32.3","32.1","17.6","40,121","125,383","125,196","83,990","10.7","33.5","33.4","22.4"
FL,Wakulla County,"21.6","34.9","27.7","15.7","2,748","8,337","7,515","3,713","12.3","37.4","33.7","16.6"
FL,Walton County,"24.0","32.3","27.4","16.2","6,754","11,849","14,393","11,780","15.1","26.5","32.1","26.3"
FL,Washington County,"28.8","38.8","23.2","9.2","3,555","7,363","4,764","1,935","20.2","41.8","27.0","11.0"
GA,Georgia,"21.4","28.7","25.6","24.3","932,810","1,850,601","1,867,961","1,938,090","14.2","28.1","28.3","29.4"
GA,Appling County,"32.7","37.2","21.7","8.4","2,912","5,025","2,920","1,469","23.6","40.8","23.7","11.9"
GA,Atkinson County,"43.7","36.0","13.5","6.9","1,673","2,087","1,103","348","32.1","40.1","21.2","6.7"
GA,Bacon County,"32.3","44.0","17.1","6.6","1,454","2,998","1,895","965","19.9","41.0","25.9","13.2"
GA,Baker County,"34.0","40.4","14.9","10.7","508","993","627","263","21.2","41.5","26.2","11.0"
GA,Baldwin County,"27.4","35.4","21.0","16.2","5,114","10,321","7,305","5,135","18.3","37.0","26.2","18.4"
GA,Banks County,"34.6","38.3","18.4","8.6","3,075","5,379","2,695","1,376","24.6","42.9","21.5","11.0"
GA,Barrow County,"26.7","36.0","26.4","10.9","8,539","16,018","15,005","7,980","18.0","33.7","31.6","16.8"
GA,Bartow County,"28.2","34.2","23.5","14.1","12,391","23,169","19,305","12,466","18.4","34.4","28.7","18.5"
GA,Ben Hill County,"34.2","37.2","19.1","9.5","2,147","4,916","3,134","1,203","18.8","43.1","27.5","10.6"
GA,Berrien County,"34.0","34.6","22.0","9.4","2,520","4,966","3,743","1,570","19.7","38.8","29.2","12.3"
GA,Bibb County,"22.8","31.7","24.2","21.3","15,620","32,048","27,304","24,447","15.7","32.2","27.5","24.6"
GA,Bleckley County,"28.3","35.8","23.5","12.5","1,177","3,360","1,994","1,407","14.8","42.3","25.1","17.7"
GA,Brantley County,"27.5","47.4","18.8","6.2","2,413","5,552","3,054","1,158","19.8","45.6","25.1","9.5"
GA,Brooks County,"32.5","37.1","19.1","11.3","2,268","4,150","3,030","1,342","21.0","38.5","28.1","12.4"
GA,Bryan County,"21.0","32.8","26.8","19.3","2,058","5,542","6,734","7,168","9.6","25.8","31.3","33.3"
GA,Bulloch County,"22.1","29.7","22.8","25.4","5,310","10,942","12,227","11,212","13.4","27.6","30.8","28.2"
GA,Burke County,"35.1","37.0","18.3","9.5","3,336","5,617","4,223","1,530","22.7","38.2","28.7","10.4"
GA,Butts County,"30.2","39.9","21.3","8.6","3,719","7,260","3,663","1,664","22.8","44.5","22.5","10.2"
GA,Calhoun County,"34.5","33.8","20.1","11.7","1,141","1,909","1,212","489","24.0","40.2","25.5","10.3"
GA,Camden County,"16.7","33.2","34.1","16.0","2,866","10,371","11,483","7,226","9.0","32.5","35.9","22.6"
GA,Candler County,"43.1","29.3","17.5","10.2","1,791","2,599","1,818","1,030","24.7","35.9","25.1","14.2"
