State,Area Name,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017
MD,Kent County,"3.5","4.8","7.6","8.8","8.1","7.6","7.2","6.4","5.0","4.9","4.5"
MD,Montgomery County,"2.6","3.2","5.3","5.6","5.3","5.2","4.9","4.4","4.0","3.4","3.3"
MD,Prince George's County,"3.6","4.3","6.9","7.5","7.5","7.3","6.9","6.1","5.0","4.4","4.2"
MD,Queen Anne's County,"3.1","4.0","6.7","7.3","6.8","6.3","5.8","5.1","5.0","3.9","3.7"
MD,St. Mary's County,"2.9","3.6","5.6","6.5","6.3","6.2","6.0","5.4","5.0","4.2","4.0"
MD,Somerset County,"5.3","6.4","9.5","11.9","11.7","11.3","10.7","9.4","8.0","7.3","6.8"
MD,Talbot County,"3.4","4.2","7.2","8.0","7.4","7.2","6.4","5.5","5.0","4.2","4.0"
MD,Washington County,"4.3","5.5","9.7","9.6","8.8","7.8","7.3","6.5","6.0","5.1","4.6"
MD,Wicomico County,"3.9","5.2","8.3","9.7","9.8","9.4","8.7","7.8","7.0","6.2","5.7"
MD,Worcester County,"5.8","7.2","10.9","13.3","13.7","12.9","12.6","11.5","11.0","9.3","8.5"
MD,Baltimore city,"5.5","6.5","10.2","11.2","10.6","10.2","9.7","8.5","8.0","6.6","6.1"
MA,Massachusetts,"4.6","5.5","8.1","8.3","7.3","6.7","6.7","5.7","5.0","3.9","3.7"
MA,Barnstable County,"4.9","6.0","8.4","9.9","9.1","8.5","8.4","7.1","6.0","4.9","4.7"
MA,Berkshire County,"4.5","5.3","7.7","8.7","7.8","7.3","7.4","6.5","5.0","4.5","4.3"
MA,Bristol County,"5.9","7.3","10.7","10.6","9.4","8.7","8.7","7.3","6.0","4.9","4.7"
MA,Dukes County,"3.6","4.3","6.4","9.8","9.4","8.8","9.1","7.9","7.0","5.2","4.9"
MA,Essex County,"4.9","5.9","8.7","8.7","7.6","7.1","7.0","6.0","5.0","4.0","3.8"
MA,Franklin County,"4.3","5.2","7.6","7.6","6.5","6.1","6.2","5.3","4.0","3.5","3.3"
MA,Hampden County,"5.7","6.7","9.3","10.3","9.3","8.6","8.7","7.6","6.0","5.3","5.0"
MA,Hampshire County,"3.9","4.5","6.4","7.0","6.2","5.8","6.1","5.3","5.0","3.6","3.4"
MA,Middlesex County,"3.8","4.5","6.9","6.9","5.9","5.4","5.5","4.7","4.0","3.2","3.0"
MA,Nantucket County/town,"2.4","3.4","6.7","9.6","8.6","7.8","7.3","6.2","5.0","4.5","4.4"
MA,Norfolk County,"4.0","4.9","7.3","7.4","6.3","5.7","5.8","5.0","4.0","3.4","3.3"
MA,Plymouth County,"4.9","5.9","8.5","8.9","7.8","7.0","7.0","6.0","5.0","4.1","3.9"
MA,Suffolk County,"4.6","5.4","7.7","7.6","6.6","6.1","6.2","5.3","4.0","3.6","3.4"
MA,Worcester County,"5.1","6.0","8.9","8.9","7.7","7.2","7.2","6.1","5.0","4.1","3.9"
MI,Michigan,"7.0","8.0","13.7","12.6","10.4","9.1","8.8","7.2","5.0","5.0","4.6"
MI,Alcona County,"10.3","11.4","18.8","17.8","14.3","12.7","13.3","10.6","8.0","7.7","7.3"
MI,Alger County,"8.4","9.3","13.7","14.1","12.7","11.9","11.7","10.4","9.0","8.2","8.4"
MI,Allegan County,"6.4","7.3","12.9","11.3","8.7","7.4","6.7","5.4","4.0","3.9","3.9"
MI,Alpena County,"8.4","8.8","13.8","13.1","10.8","9.7","9.7","8.0","6.0","5.9","5.9"
MI,Antrim County,"8.1","9.3","15.2","16.0","13.3","11.5","11.4","9.5","8.0","7.1","6.7"
MI,Arenac County,"9.9","10.3","16.6","16.5","14.1","12.8","13.0","11.1","9.0","8.3","8.2"
MI,Baraga County,"12.8","13.4","24.2","19.4","16.4","14.1","14.5","11.2","9.0","8.2","8.0"
MI,Barry County,"5.5","6.4","10.4","10.4","8.2","6.8","6.4","5.4","4.0","4.0","4.0"
MI,Bay County,"6.9","7.5","11.9","11.6","9.9","8.7","8.7","7.2","6.0","5.4","5.6"
MI,Benzie County,"8.0","8.9","13.8","13.5","12.0","10.5","10.3","8.7","7.0","6.6","6.6"
MI,Berrien County,"6.9","7.8","12.7","12.0","10.2","9.0","8.7","6.8","5.0","5.0","5.0"
MI,Branch County,"7.4","8.3","14.1","12.6","10.5","8.9","8.4","6.7","5.0","4.8","4.7"
MI,Calhoun County,"7.0","7.4","11.8","11.7","9.8","8.4","7.9","6.3","5.0","4.8","5.0"
MI,Cass County,"5.7","6.7","11.4","11.4","9.7","8.4","8.2","6.7","5.0","4.7","4.7"
MI,Charlevoix County,"8.8","9.6","14.8","14.0","12.2","10.8","10.7","8.1","6.0","5.5","5.7"
MI,Cheboygan County,"10.4","11.1","13.8","14.0","12.3","11.8","11.5","10.7","9.0","9.4","10.3"
MI,Chippewa County,"8.9","9.5","12.7","11.9","10.9","10.0","10.5","9.5","8.0","7.7","7.8"
MI,Clare County,"10.7","11.4","16.6","15.5","13.2","11.8","11.7","9.8","8.0","7.3","7.1"
MI,Clinton County,"5.5","5.8","9.4","8.4","7.0","6.1","6.0","5.1","4.0","3.7","3.7"
MI,Crawford County,"8.0","9.2","13.5","14.2","12.8","11.8","11.4","9.5","8.0","7.6","7.0"
MI,Delta County,"7.7","8.3","12.3","12.5","10.8","9.9","10.3","8.5","7.0","6.5","6.4"
MI,Dickinson County,"6.1","6.7","11.6","11.5","9.6","8.4","8.3","6.8","6.0","5.2","4.9"
MI,Eaton County,"5.3","6.1","10.4","9.6","8.0","6.9","6.7","5.7","4.0","4.1","4.2"
MI,Emmet County,"9.1","9.7","14.3","14.4","13.1","11.9","11.8","9.5","7.0","6.5","6.6"
MI,Genesee County,"8.4","10.1","14.9","14.0","11.4","10.0","9.7","7.9","6.0","5.6","5.8"
MI,Gladwin County,"10.1","10.6","16.5","14.8","13.0","11.8","11.7","9.3","7.0","7.0","6.7"
MI,Gogebic County,"7.8","8.4","12.9","13.1","11.9","11.1","10.8","8.9","7.0","6.1","6.1"
MI,Grand Traverse County,"6.6","7.3","11.8","11.6","9.8","8.3","7.6","6.0","5.0","4.3","4.3"
MI,Gratiot County,"8.7","9.2","14.0","11.8","10.0","9.0","8.9","7.1","6.0","5.2","5.5"
MI,Hillsdale County,"8.8","10.2","17.4","13.5","10.6","9.2","8.9","7.0","5.0","5.1","5.0"
MI,Houghton County,"7.2","7.7","10.8","10.8","9.6","9.0","8.9","7.7","6.0","6.1","6.1"
MI,Huron County,"8.0","8.8","14.6","12.5","9.7","8.1","8.4","6.9","5.0","5.2","5.3"
MI,Ingham County,"6.2","6.9","11.4","10.3","8.8","7.8","7.7","6.2","5.0","4.3","4.4"
MI,Ionia County,"7.6","8.3","14.1","11.9","9.8","8.5","8.0","6.2","5.0","4.2","4.0"
MI,Iosco County,"10.0","10.7","17.7","15.8","12.8","11.2","11.4","9.7","8.0","7.3","7.5"
MI,Iron County,"7.4","8.2","12.1","12.0","10.4","9.5","10.2","8.7","7.0","6.4","6.5"
MI,Isabella County,"5.3","5.9","8.9","9.8","8.4","7.4","7.2","5.9","5.0","4.7","4.6"
MI,Jackson County,"7.7","8.2","13.6","12.2","9.9","8.5","8.3","6.7","5.0","4.8","4.7"
MI,Kalamazoo County,"5.4","6.1","10.2","10.0","8.4","7.2","6.9","5.6","4.0","4.1","4.1"
MI,Kalkaska County,"8.1","8.6","14.4","15.6","13.0","11.3","11.2","9.4","8.0","7.2","7.1"
MI,Kent County,"5.9","6.6","11.0","10.1","8.2","6.8","6.2","4.9","4.0","3.5","3.5"
MI,Keweenaw County,"11.0","10.7","14.2","15.1","13.8","12.7","13.6","11.1","9.0","8.6","8.7"
MI,Lake County,"10.5","11.1","16.7","16.2","13.7","13.1","13.3","11.2","9.0","7.5","8.1"
MI,Lapeer County,"8.0","9.4","17.4","16.3","13.2","11.6","11.4","9.6","7.0","6.4","5.4"
MI,Leelanau County,"5.5","6.0","9.3","10.4","9.2","8.0","7.7","6.7","5.0","4.9","4.9"
MI,Lenawee County,"8.0","9.7","15.5","13.0","10.4","8.4","7.8","6.4","5.0","4.6","4.8"
MI,Livingston County,"5.3","6.3","11.9","11.2","9.0","7.9","7.4","6.4","5.0","4.1","3.3"
MI,Luce County,"9.1","9.1","13.3","13.4","12.2","10.9","10.3","8.5","7.0","6.7","6.9"
MI,Mackinac County,"10.1","11.5","14.0","14.6","13.1","12.1","12.2","11.2","10.0","9.9","10.2"
MI,Macomb County,"7.0","8.1","15.8","13.9","11.1","9.8","9.5","7.9","6.0","5.2","4.3"
MI,Manistee County,"8.5","8.7","13.0","13.1","12.0","10.8","10.6","8.5","7.0","6.6","6.6"
MI,Marquette County,"6.3","6.8","10.4","9.8","8.9","8.1","8.2","7.0","6.0","5.7","5.7"
MI,Mason County,"7.8","8.3","13.3","12.6","11.0","9.7","9.2","7.5","6.0","5.8","5.8"
MI,Mecosta County,"7.6","8.4","12.9","12.6","11.3","10.1","10.0","7.9","6.0","5.6","5.8"
MI,Menominee County,"5.8","6.2","11.9","11.6","9.1","8.0","7.8","6.9","5.0","5.2","5.0"
MI,Midland County,"5.6","6.1","9.7","9.8","8.4","7.8","7.7","6.1","5.0","4.7","4.8"
MI,Missaukee County,"8.6","10.2","15.6","12.7","10.9","9.7","9.2","7.8","7.0","6.0","6.0"
MI,Monroe County,"6.8","8.5","14.6","11.7","9.5","7.7","7.4","6.1","5.0","4.3","4.9"
MI,Montcalm County,"11.7","11.3","16.6","14.1","11.6","10.2","9.6","7.6","6.0","5.3","5.1"
MI,Montmorency County,"13.2","13.7","20.7","20.2","18.1","16.2","16.0","12.9","10.0","10.2","10.8"
MI,Muskegon County,"7.3","8.4","14.9","14.5","11.4","10.0","9.9","7.7","6.0","5.5","5.4"
MI,Newaygo County,"8.0","8.8","13.9","12.7","10.6","9.2","8.9","7.2","6.0","4.9","5.0"
MI,Oakland County,"5.8","6.6","13.0","11.8","9.5","8.2","7.8","6.5","5.0","4.2","3.4"
MI,Oceana County,"8.4","10.2","16.1","16.2","14.0","12.6","12.4","10.0","8.0","7.3","7.2"
MI,Ogemaw County,"8.5","9.1","13.5","14.5","12.8","11.4","11.8","9.8","8.0","7.8","7.8"
MI,Ontonagon County,"8.4","9.1","15.8","16.7","16.2","13.4","13.8","11.4","9.0","8.5","9.1"
MI,Osceola County,"8.1","9.3","15.3","13.6","11.4","10.0","10.0","8.5","7.0","5.7","6.1"
MI,Oscoda County,"10.6","12.6","21.3","19.6","17.8","15.6","15.6","11.8","9.0","7.3","7.5"
MI,Otsego County,"9.3","9.9","14.7","14.2","12.2","10.7","10.4","8.1","6.0","6.0","6.1"
MI,Ottawa County,"5.7","6.8","12.5","10.3","8.0","6.6","6.1","4.8","4.0","3.4","3.3"
MI,Presque Isle County,"12.7","13.4","18.7","17.4","16.1","14.5","14.7","12.8","10.0","9.6","9.5"
MI,Roscommon County,"9.8","10.9","15.1","16.6","14.8","13.4","13.9","11.5","9.0","8.5","8.9"
MI,Saginaw County,"7.2","8.3","12.5","12.2","10.2","9.2","9.0","7.5","6.0","5.3","5.5"
MI,St. Clair County,"8.4","9.7","17.7","16.4","13.1","11.8","11.5","9.6","7.0","6.1","5.0"
MI,St. Joseph County,"6.4","8.5","14.7","12.5","10.9","8.9","7.8","5.8","5.0","4.1","4.3"
MI,Sanilac County,"9.1","10.9","17.5","15.4","12.2","10.5","10.5","8.5","7.0","6.2","6.0"
MI,Schoolcraft County,"10.9","11.1","14.6","13.6","13.3","12.6","12.8","11.0","11.0","9.1","8.5"
MI,Shiawassee County,"8.3","9.6","14.9","12.9","10.7","9.6","9.4","7.5","6.0","5.3","5.3"
MI,Tuscola County,"8.5","10.0","15.9","14.7","12.0","10.6","10.5","8.6","7.0","6.3","6.4"
MI,Van Buren County,"7.0","8.0","12.8","13.5","11.5","10.5","10.1","8.1","6.0","5.8","5.8"
MI,Washtenaw County,"4.9","5.6","8.6","8.1","6.8","6.0","5.8","4.9","4.0","3.7","3.6"
MI,Wayne County,"8.3","9.3","16.2","15.5","12.9","11.7","11.5","9.7","7.0","6.3","5.4"
MI,Wexford County,"8.7","10.8","17.6","14.4","12.2","11.0","11.1","8.6","7.0","5.9","5.7"
MN,Minnesota,"4.6","5.4","7.8","7.4","6.5","5.6","5.0","4.2","4.0","3.9","3.5"
MN,Aitkin County,"6.8","8.1","10.3","10.4","9.6","8.1","7.5","6.7","7.0","7.0","6.2"
MN,Anoka County,"4.5","5.5","8.4","8.0","6.8","5.9","5.0","4.1","4.0","3.7","3.3"
